flight_id,airline,source_airport,destination_airport
FL00872,AI,AP019,AP021
FL00873,AI,AP022,AP000
FL00874,AI,AP011,AP009
FL00875,AI,AP036,AP042
FL00876,AI,AP025,AP004
FL00877,AI,AP009,AP047
FL00878,AI,AP040,AP001
FL00879,AI,AP005,AP047
FL00880,AI,AP033,AP013
FL00881,AI,AP024,AP026
FL00882,AI,AP029,AP021
FL00883,AI,AP010,AP023
FL00884,AI,AP019,AP046
FL00885,AI,AP020,AP049
FL00886,AI,AP036,AP038
FL00887,AI,AP005,AP003
FL00888,AI,AP009,AP010
FL00889,AI,AP048,AP039
FL00890,AI,AP003,AP043
FL00891,AI,AP005,AP017
FL00892,AI,AP028,AP042
FL00893,AI,AP027,AP031
FL00894,AI,AP038,AP028
FL00895,AI,AP026,AP017
FL00896,AI,AP013,AP048
FL00897,AI,AP032,AP007
FL00898,AI,AP022,AP027
FL00899,AI,AP007,AP018
FL00900,AI,AP043,AP037
FL00901,AI,AP031,AP033
FL00902,AI,AP042,AP019
FL00903,AI,AP002,AP014
FL00904,AI,AP025,AP038
FL00905,AI,AP003,AP000
FL00906,AI,AP013,AP019
FL00907,AI,AP013,AP049
FL00908,AI,AP008,AP048
FL00909,AI,AP016,AP018
FL00910,AI,AP020,AP007
FL00911,AI,AP000,AP031
FL00912,AI,AP047,AP027
FL00913,AI,AP011,AP008
FL00914,AI,AP024,AP034
FL00915,AI,AP045,AP014
FL00916,AI,AP032,AP035
FL00917,AI,AP042,AP022
FL00918,AI,AP004,AP025
FL00919,AI,AP047,AP002
FL00920,AI,AP027,AP001
FL00921,AI,AP029,AP004
FL00922,AI,AP020,AP036
FL00923,AI,AP027,AP036
FL00924,AI,AP025,AP045
FL00925,AI,AP040,AP026
FL00926,AI,AP018,AP007
FL00927,AI,AP025,AP001
FL00928,AI,AP020,AP010
FL00929,AI,AP039,AP029
FL00930,AI,AP044,AP023
FL00931,AI,AP005,AP027
FL00932,AI,AP006,AP015
FL00933,AI,AP027,AP037
FL00934,AI,AP025,AP033
FL00935,AI,AP005,AP025
FL00936,AI,AP019,AP047
FL00937,AI,AP021,AP014
FL00938,AI,AP021,AP049
FL00939,AI,AP010,AP004
FL00940,AI,AP032,AP040
FL00941,AI,AP007,AP033
FL00942,AI,AP032,AP012
FL00943,AI,AP049,AP022
FL00944,AI,AP022,AP046
FL00945,AI,AP041,AP009
FL00946,AI,AP015,AP006
FL00947,AI,AP009,AP016
FL00948,AI,AP012,AP011
FL00949,AI,AP038,AP009
FL00950,AI,AP048,AP041
FL00951,AI,AP004,AP011
FL00952,AI,AP049,AP040
FL00953,AI,AP031,AP029
FL00954,AI,AP048,AP036
FL00955,AI,AP048,AP037
FL00956,AI,AP028,AP043
FL00957,AI,AP036,AP041
FL00958,AI,AP040,AP039
FL00959,AI,AP020,AP040
FL00960,AI,AP020,AP009
FL00961,AI,AP028,AP004
FL00962,AI,AP030,AP028
FL00963,AI,AP040,AP019
FL00964,AI,AP017,AP037
FL00965,AI,AP003,AP022
FL00966,AI,AP032,AP004
FL00967,AI,AP019,AP029
FL00968,AI,AP028,AP002
FL00969,AI,AP003,AP023
FL00970,AI,AP018,AP004
FL00971,AI,AP041,AP005
FL00972,AI,AP039,AP038
FL00973,AI,AP032,AP024
FL00974,AI,AP029,AP037
FL00975,AI,AP035,AP047
FL00976,AI,AP002,AP028
FL00977,AI,AP036,AP041
FL00978,AI,AP012,AP020
FL00979,AI,AP038,AP030
FL00980,AI,AP032,AP009
FL00981,AI,AP003,AP028
FL00982,AI,AP006,AP021
FL00983,AI,AP045,AP005
FL00984,AI,AP032,AP041
FL00985,AI,AP011,AP002
FL00986,AI,AP015,AP045
FL00987,AI,AP028,AP033
FL00988,AI,AP033,AP039
FL00989,AI,AP010,AP023
FL00990,AI,AP023,AP018
FL00991,AI,AP024,AP026
FL00992,AI,AP049,AP021
FL00993,AI,AP043,AP038
FL00994,AI,AP003,AP040
FL00995,AI,AP041,AP021
FL00996,AI,AP004,AP021
FL00997,AI,AP006,AP035
FL00998,AI,AP043,AP024
FL00999,AI,AP018,AP016
FL01000,AI,AP046,AP042
FL01001,AI,AP038,AP009
FL01002,AI,AP021,AP005
FL01003,AI,AP037,AP042
FL01004,AI,AP009,AP022
FL01005,AI,AP019,AP041
FL01006,AI,AP044,AP042
FL01007,AI,AP025,AP008
FL01008,AI,AP038,AP045
FL01009,AI,AP005,AP019
FL01010,AI,AP035,AP024
FL01011,AI,AP041,AP021
FL01012,AI,AP008,AP042
FL01013,AI,AP044,AP047
FL01014,AI,AP043,AP033
FL01015,AI,AP005,AP041
FL01016,AI,AP042,AP027
FL01017,AI,AP032,AP023
FL01018,AI,AP001,AP023
FL01019,AI,AP019,AP011
FL01020,AI,AP013,AP021
FL01021,AI,AP049,AP031
FL01022,AI,AP012,AP014
FL01023,AI,AP008,AP009
FL01024,AI,AP004,AP018
FL01025,AI,AP006,AP032
FL01026,AI,AP049,AP034
FL01027,AI,AP047,AP033
FL01028,AI,AP002,AP042
FL01029,AI,AP021,AP049
FL01030,AI,AP039,AP008
FL01031,AI,AP038,AP024
FL01032,AI,AP009,AP010
FL01033,AI,AP011,AP044
FL01034,AI,AP049,AP039
FL01035,AI,AP010,AP046
FL01036,AI,AP028,AP002
FL01037,AI,AP026,AP023
FL01038,AI,AP043,AP046
FL01039,AI,AP015,AP028
FL01040,AI,AP039,AP018
FL01041,AI,AP048,AP047
FL01042,AI,AP028,AP014
FL01043,AI,AP034,AP015
FL01044,AI,AP019,AP030
FL01045,AI,AP012,AP023
FL01046,AI,AP043,AP036
FL01047,AI,AP028,AP029
FL01048,AI,AP049,AP018
FL01049,AI,AP049,AP024
FL01050,AI,AP032,AP033
FL01051,AI,AP026,AP010
FL01052,AI,AP012,AP038
FL01053,AI,AP008,AP016
FL01054,AI,AP003,AP041
FL01055,AI,AP030,AP023
FL01056,AI,AP035,AP006
FL01057,AI,AP045,AP033
FL01058,AI,AP007,AP018
FL01059,AI,AP005,AP048
FL01060,AI,AP010,AP017
FL01061,AI,AP028,AP032
FL01062,AI,AP009,AP027
FL01063,AI,AP005,AP014
FL01064,AI,AP028,AP022
FL01065,AI,AP001,AP026
FL01066,AI,AP003,AP025
FL01067,AI,AP032,AP023
FL01068,AI,AP015,AP024
FL01069,AI,AP005,AP023
FL01070,AI,AP014,AP001
FL01071,AI,AP020,AP006
FL01072,AI,AP045,AP041
FL01073,AI,AP021,AP009
FL01074,AI,AP008,AP002
FL01075,AI,AP018,AP030
FL01076,AI,AP044,AP008
FL01077,AI,AP048,AP045
FL01078,AI,AP030,AP028
FL01079,AI,AP039,AP000
FL01080,AI,AP005,AP001
FL01081,AI,AP016,AP013
FL01082,AI,AP009,AP035
FL01083,AI,AP046,AP038
FL01084,AI,AP033,AP027
FL01085,AI,AP007,AP049
FL01086,AI,AP018,AP015
FL01087,AI,AP019,AP007
FL01088,AI,AP003,AP015
FL01089,AI,AP026,AP040
FL01090,AI,AP039,AP029
FL01091,AI,AP004,AP007
FL01092,AI,AP031,AP038
FL01093,AI,AP034,AP001
FL01094,AI,AP040,AP032
FL01095,AI,AP036,AP015
FL01096,AI,AP045,AP009
FL01097,AI,AP018,AP027
FL01098,AI,AP000,AP039
FL01099,AI,AP022,AP015
FL01100,AI,AP036,AP026
FL01101,AI,AP011,AP042
FL01102,AI,AP042,AP005
FL01103,AI,AP033,AP023
FL01104,AI,AP004,AP033
FL01105,AI,AP034,AP032
FL01106,AI,AP032,AP035
FL01107,AI,AP001,AP024
FL01108,AI,AP030,AP002
FL01109,AI,AP040,AP024
FL01110,AI,AP023,AP016
FL01111,AI,AP047,AP001
FL01112,AI,AP022,AP004
FL01113,AI,AP022,AP015
FL01114,AI,AP046,AP042
FL01115,AI,AP040,AP006
FL01116,AI,AP049,AP037
FL01117,AI,AP047,AP048
FL01118,AI,AP021,AP008
FL01119,AI,AP002,AP022
FL01120,AI,AP034,AP021
FL01121,AI,AP041,AP011
FL01122,AI,AP049,AP043
FL01123,AI,AP029,AP044
FL01124,AI,AP030,AP040
FL01125,AI,AP011,AP008
FL01126,AI,AP004,AP045
FL01127,AI,AP049,AP029
FL01128,AI,AP002,AP018
FL01129,AI,AP012,AP002
FL01130,AI,AP012,AP002
FL01131,AI,AP020,AP019
FL01132,AI,AP032,AP025
FL01133,AI,AP034,AP030
FL01134,AI,AP016,AP002
FL01135,AI,AP048,AP041
FL01136,AI,AP012,AP018
FL01137,AI,AP022,AP049
FL01138,AI,AP003,AP041
FL01139,AI,AP021,AP017
FL01140,AI,AP007,AP023
FL01141,AI,AP027,AP025
FL01142,AI,AP047,AP028
FL01143,AI,AP024,AP021
FL01144,AI,AP011,AP031
FL01145,AI,AP044,AP031
FL01146,AI,AP023,AP033
FL01147,AI,AP017,AP005
FL01148,AI,AP046,AP027
FL01149,AI,AP005,AP027
FL01150,AI,AP038,AP011
FL01151,AI,AP034,AP018
FL01152,AI,AP020,AP006
FL01153,AI,AP005,AP020
FL01154,AI,AP042,AP018
FL01155,AI,AP019,AP028
FL01156,AI,AP038,AP045
FL01157,AI,AP027,AP010
FL01158,AI,AP044,AP028
FL01159,AI,AP022,AP028
FL01160,AI,AP002,AP046
FL01161,AI,AP022,AP039
FL01162,AI,AP027,AP017
FL01163,AI,AP040,AP003
FL01164,AI,AP004,AP042
FL01165,AI,AP040,AP025
FL01166,AI,AP023,AP032
FL01167,AI,AP047,AP043
FL01168,AI,AP010,AP001
FL01169,AI,AP009,AP038
FL01170,AI,AP043,AP028
FL01171,AI,AP002,AP008
FL01172,AI,AP004,AP015
FL01173,AI,AP049,AP041
FL01174,AI,AP023,AP024
FL01175,AI,AP036,AP002
FL01176,AI,AP038,AP009
FL01177,AI,AP043,AP028
FL01178,AI,AP023,AP028
FL01179,AI,AP048,AP004
FL01180,AI,AP036,AP008
FL01181,AI,AP033,AP023
FL01182,AI,AP025,AP020
FL01183,AI,AP041,AP017
FL01184,AI,AP015,AP007
FL01185,AI,AP001,AP047
FL01186,AI,AP011,AP031
FL01187,AI,AP033,AP024
FL01188,AI,AP035,AP007
FL01189,AI,AP016,AP049
FL01190,AI,AP016,AP045
FL01191,AI,AP028,AP013
FL01192,AI,AP039,AP018
FL01193,AI,AP044,AP031
FL01194,AI,AP012,AP007
FL01195,AI,AP008,AP004
FL01196,AI,AP028,AP011
FL01197,AI,AP045,AP028
FL01198,AI,AP005,AP043
FL01199,AI,AP020,AP042
FL01200,AI,AP022,AP045
FL01201,AI,AP004,AP035
FL01202,AI,AP034,AP018
FL01203,AI,AP019,AP010
FL01204,AI,AP045,AP044
FL01205,AI,AP040,AP011
FL01206,AI,AP023,AP032
FL01207,AI,AP014,AP007
FL01208,AI,AP012,AP008
FL01209,AI,AP015,AP031
FL01210,AI,AP001,AP023
FL01211,AI,AP035,AP036
FL01212,AI,AP023,AP029
FL01213,AI,AP035,AP008
FL01214,AI,AP039,AP005
FL01215,AI,AP004,AP019
FL01216,AI,AP025,AP045
FL01217,AI,AP046,AP030
FL01218,AI,AP033,AP026
FL01219,AI,AP049,AP026
FL01220,AI,AP036,AP004
FL01221,AI,AP008,AP020
FL01222,AI,AP041,AP004
FL01223,AI,AP028,AP029
FL01224,AI,AP043,AP033
FL01225,AI,AP022,AP008
FL01226,AI,AP049,AP035
FL01227,AI,AP040,AP037
FL01228,AI,AP011,AP049
FL01229,AI,AP008,AP027
FL01230,AI,AP032,AP003
FL01231,AI,AP007,AP033
FL01232,AI,AP009,AP019
FL01233,AI,AP010,AP020
FL01234,AI,AP045,AP014
FL01235,AI,AP022,AP033
FL01236,AI,AP018,AP005
FL01237,AI,AP016,AP012
FL01238,AI,AP040,AP035
FL01239,AI,AP017,AP008
FL01240,AI,AP040,AP019
FL01241,AI,AP039,AP034
FL01242,AI,AP005,AP032
FL01243,AI,AP041,AP010
FL01244,AI,AP037,AP009
FL01245,AI,AP010,AP042
FL01246,AI,AP039,AP046
FL01247,AI,AP038,AP021
FL01248,AI,AP036,AP002
FL01249,AI,AP001,AP005
FL01250,AI,AP002,AP041
FL01251,AI,AP049,AP036
FL01252,AI,AP016,AP041
FL01253,AI,AP013,AP049
FL01254,AI,AP036,AP026
FL01255,AI,AP039,AP040
FL01256,AI,AP001,AP031
FL01257,AI,AP040,AP034
FL01258,AI,AP018,AP041
FL01259,AI,AP019,AP030
FL01260,AI,AP015,AP043
FL01261,AI,AP025,AP019
FL01262,AI,AP029,AP004
FL01263,AI,AP044,AP003
FL01264,AI,AP010,AP028
FL01265,AI,AP026,AP030
FL01266,AI,AP029,AP013
FL01267,AI,AP021,AP038
FL01268,AI,AP009,AP020
FL01269,AI,AP045,AP020
FL01270,AI,AP046,AP022
FL01271,AI,AP025,AP008
FL01272,AI,AP048,AP023
FL01273,AI,AP032,AP035
FL01274,AI,AP006,AP020
FL01275,AI,AP015,AP029
FL01276,AI,AP007,AP017
FL01277,AI,AP028,AP015
FL01278,AI,AP009,AP006
FL01279,AI,AP003,AP018
FL01280,AI,AP024,AP039
FL01281,AI,AP026,AP015
FL01282,AI,AP010,AP020
FL01283,AI,AP036,AP046
FL01284,AI,AP020,AP012
FL01285,AI,AP048,AP010
FL01286,AI,AP031,AP032
FL01287,AI,AP029,AP031
FL01288,AI,AP019,AP031
FL01289,AI,AP001,AP005
FL01290,AI,AP025,AP032
FL01291,AI,AP029,AP015
FL01292,AI,AP013,AP037
FL01293,AI,AP022,AP003
FL01294,AI,AP003,AP018
FL01295,AI,AP031,AP038
FL01296,AI,AP041,AP043
FL01297,AI,AP030,AP018
FL01298,AI,AP034,AP000
FL01299,AI,AP006,AP027
FL01300,AI,AP008,AP016
FL01301,AI,AP046,AP023
FL01302,AI,AP048,AP025
FL01303,AI,AP023,AP002
FL01304,AI,AP025,AP003
FL01305,AI,AP036,AP035
FL01306,AI,AP012,AP023
FL01307,AI,AP035,AP018
FL01308,AI,AP004,AP024
FL01309,AI,AP032,AP028
FL01310,AI,AP048,AP035
FL01311,AI,AP017,AP039
FL01312,AI,AP043,AP039
FL01313,AI,AP007,AP008
FL01314,AI,AP006,AP025
FL01315,AI,AP023,AP021
FL01316,AI,AP035,AP023
FL01317,AI,AP048,AP009
FL01318,AI,AP012,AP038
FL01319,AI,AP032,AP025
FL01320,AI,AP032,AP002
FL01321,AI,AP002,AP008
FL01322,AI,AP045,AP021
FL01323,AI,AP030,AP033
FL01324,AI,AP029,AP009
FL01325,AI,AP038,AP032
FL01326,AI,AP008,AP020
FL01327,AI,AP039,AP020
FL01328,AI,AP010,AP025
FL01329,AI,AP039,AP047
FL01330,AI,AP019,AP037
FL01331,AI,AP021,AP032
FL01332,AI,AP032,AP034
FL01333,AI,AP031,AP045
FL01334,AI,AP036,AP019
FL01335,AI,AP030,AP001
FL01336,AI,AP023,AP021
FL01337,AI,AP043,AP007
FL01338,AI,AP026,AP037
FL01339,AI,AP019,AP046
FL01340,AI,AP044,AP040
FL01341,AI,AP001,AP038
FL01342,AI,AP030,AP016
FL01343,AI,AP041,AP049
FL01344,AI,AP037,AP036
FL01345,AI,AP014,AP046
FL01346,AI,AP003,AP037
FL01347,AI,AP030,AP010
FL01348,AI,AP033,AP040
FL01349,AI,AP046,AP039
FL01350,AI,AP049,AP024
FL01351,AI,AP009,AP043
FL01352,AI,AP015,AP002
FL01353,AI,AP036,AP044
FL01354,AI,AP007,AP012
FL01355,AI,AP001,AP028
FL01356,AI,AP020,AP026
FL01357,AI,AP009,AP026
FL01358,AI,AP044,AP013
FL01359,AI,AP026,AP032
FL01360,AI,AP049,AP039
FL01361,AI,AP030,AP047
FL01362,AI,AP046,AP003
FL01363,AI,AP045,AP008
FL01364,AI,AP033,AP013
FL01365,AI,AP035,AP020
FL01366,AI,AP042,AP030
FL01367,AI,AP033,AP024
FL01368,AI,AP020,AP011
FL01369,AI,AP029,AP034
FL01370,AI,AP021,AP034
FL01371,AI,AP022,AP043
FL01372,AI,AP049,AP046
FL01373,AI,AP043,AP041
FL01374,AI,AP044,AP016
FL01375,AI,AP039,AP030
FL01376,AI,AP012,AP015
FL01377,AI,AP017,AP035
FL01378,AI,AP019,AP014
FL01379,AI,AP019,AP049
FL01380,AI,AP018,AP045
FL01381,AI,AP013,AP044
FL01382,AI,AP045,AP031
FL01383,AI,AP020,AP030
FL01384,AI,AP022,AP035
FL01385,AI,AP046,AP017
FL01386,AI,AP018,AP007
FL01387,AI,AP036,AP043
FL01388,AI,AP034,AP024
FL01389,AI,AP025,AP022
FL01390,AI,AP049,AP009
FL01391,AI,AP018,AP002
FL01392,AI,AP018,AP045
FL01393,AI,AP005,AP022
FL01394,AI,AP028,AP041
FL01395,AI,AP016,AP047
FL01396,AI,AP030,AP013
FL01397,AI,AP012,AP034
FL01398,AI,AP017,AP035
FL01399,AI,AP044,AP017
FL01400,AI,AP008,AP006
FL01401,AI,AP039,AP047
FL01402,AI,AP037,AP015
FL01403,AI,AP015,AP003
FL01404,AI,AP042,AP033
FL01405,AI,AP014,AP040
FL01406,AI,AP014,AP003
FL01407,AI,AP006,AP026
FL01408,AI,AP021,AP045
FL01409,AI,AP030,AP006
FL01410,AI,AP043,AP049
FL01411,AI,AP008,AP000
FL01412,AI,AP035,AP010
FL01413,AI,AP026,AP041
FL01414,AI,AP030,AP041
FL01415,AI,AP012,AP048
FL01416,AI,AP018,AP020
FL01417,AI,AP018,AP041
FL01418,AI,AP003,AP049
FL01419,AI,AP005,AP041
FL01420,AI,AP036,AP014
FL01421,AI,AP034,AP047
FL01422,AI,AP046,AP002
FL01423,AI,AP011,AP026
FL01424,AI,AP011,AP002
FL01425,AI,AP025,AP031
FL01426,AI,AP011,AP047
FL01427,AI,AP018,AP002
FL01428,AI,AP000,AP019
FL01429,AI,AP036,AP038
FL01430,AI,AP006,AP021
FL01431,AI,AP018,AP029
FL01432,AI,AP041,AP034
FL01433,AI,AP033,AP031
FL01434,AI,AP008,AP032
FL01435,AI,AP029,AP017
FL01436,AI,AP012,AP007
FL01437,AI,AP021,AP010
FL01438,AI,AP046,AP029
FL01439,AI,AP041,AP016
FL01440,AI,AP045,AP011
FL01441,AI,AP000,AP047
FL01442,AI,AP021,AP018
FL01443,AI,AP036,AP043
FL01444,AI,AP048,AP012
FL01445,AI,AP011,AP039
FL01446,AI,AP040,AP025
FL01447,AI,AP027,AP032
FL01448,AI,AP020,AP005
FL01449,AI,AP025,AP042
FL01450,AI,AP006,AP011
FL01451,AI,AP008,AP030
FL01452,AI,AP020,AP015
FL01453,AI,AP000,AP016
FL01454,AI,AP024,AP015
FL01455,AI,AP028,AP048
FL01456,AI,AP017,AP021
FL01457,AI,AP019,AP037
FL01458,AI,AP046,AP036
FL01459,AI,AP000,AP016
FL01460,AI,AP041,AP023
FL01461,AI,AP044,AP015
FL01462,AI,AP003,AP042
FL01463,AI,AP007,AP029
FL01464,AI,AP019,AP010
FL01465,AI,AP025,AP043
FL01466,AI,AP032,AP045
FL01467,AI,AP049,AP019
FL01468,AI,AP044,AP007
FL01469,AI,AP040,AP018
FL01470,AI,AP023,AP039
FL01471,AI,AP014,AP008
FL01472,AI,AP030,AP009
FL01473,AI,AP029,AP047
FL01474,AI,AP038,AP023
FL01475,AI,AP026,AP044
FL01476,AI,AP035,AP030
FL01477,AI,AP048,AP034
FL01478,AI,AP042,AP013
FL01479,AI,AP048,AP015
FL01480,AI,AP043,AP048
FL01481,AI,AP038,AP005
FL01482,AI,AP033,AP028
FL01483,AI,AP033,AP045
FL01484,AI,AP023,AP004
FL01485,AI,AP036,AP007
FL01486,AI,AP003,AP035
FL01487,AI,AP032,AP012
FL01488,AI,AP036,AP034
FL01489,AI,AP009,AP010
FL01490,AI,AP020,AP033
FL01491,AI,AP028,AP007
FL01492,AI,AP043,AP013
FL01493,AI,AP045,AP037
FL01494,AI,AP031,AP005
FL01495,AI,AP032,AP028
FL01496,AI,AP003,AP029
FL01497,AI,AP008,AP032
FL01498,AI,AP026,AP029
FL01499,AI,AP036,AP003
FL01500,AI,AP035,AP029
FL01501,AI,AP043,AP019
FL01502,AI,AP046,AP001
FL01503,AI,AP025,AP016
FL01504,AI,AP000,AP047
FL01505,AI,AP013,AP037
FL01506,AI,AP004,AP002
FL01507,AI,AP027,AP022
FL01508,AI,AP044,AP004
FL01509,AI,AP034,AP003
FL01510,AI,AP004,AP030
FL01511,AI,AP002,AP018
FL01512,AI,AP026,AP011
FL01513,AI,AP049,AP008
FL01514,AI,AP049,AP041
FL01515,AI,AP046,AP041
FL01516,AI,AP026,AP023
FL01517,AI,AP024,AP028
FL01518,AI,AP024,AP005
FL01519,AI,AP043,AP042
FL01520,AI,AP034,AP008
FL01521,AI,AP041,AP022
FL01522,AI,AP007,AP011
FL01523,AI,AP034,AP025
FL01524,AI,AP033,AP008
FL01525,AI,AP046,AP014
FL01526,AI,AP000,AP048
FL01527,AI,AP001,AP019
FL01528,AI,AP029,AP043
FL01529,AI,AP046,AP034
FL01530,AI,AP027,AP034
FL01531,AI,AP024,AP014
FL01532,AI,AP015,AP029
FL01533,AI,AP022,AP009
FL01534,AI,AP017,AP012
FL01535,AI,AP046,AP048
FL01536,AI,AP007,AP002
FL01537,AI,AP042,AP026
FL01538,AI,AP039,AP049
FL01539,AI,AP001,AP015
FL01540,AI,AP013,AP004
FL01541,AI,AP006,AP038
FL01542,AI,AP002,AP028
FL01543,AI,AP038,AP043
FL01544,AI,AP045,AP003
FL01545,AI,AP015,AP047
FL01546,AI,AP002,AP025
FL01547,AI,AP028,AP014
FL01548,AI,AP034,AP013
FL01549,AI,AP048,AP049
FL01550,AI,AP003,AP008
FL01551,AI,AP032,AP018
FL01552,AI,AP014,AP046
FL01553,AI,AP036,AP020
FL01554,AI,AP036,AP038
FL01555,AI,AP049,AP043
FL01556,AI,AP020,AP015
FL01557,AI,AP019,AP009
FL01558,AI,AP042,AP033
FL01559,AI,AP014,AP026
FL01560,AI,AP019,AP017
FL01561,AI,AP003,AP035
FL01562,AI,AP037,AP047
FL01563,AI,AP011,AP040
FL01564,AI,AP043,AP027
FL01565,AI,AP035,AP031
FL01566,AI,AP003,AP022
FL01567,AI,AP041,AP042
FL01568,AI,AP024,AP033
FL01569,AI,AP020,AP044
FL01570,AI,AP026,AP009
FL01571,AI,AP019,AP024
FL01572,AI,AP011,AP048
FL01573,AI,AP034,AP030
FL01574,AI,AP015,AP014
FL01575,AI,AP019,AP045
FL01576,AI,AP009,AP029
FL01577,AI,AP003,AP035
FL01578,AI,AP026,AP035
FL01579,AI,AP033,AP008
FL01580,AI,AP024,AP015
FL01581,AI,AP016,AP013
FL01582,AI,AP021,AP041
FL01583,AI,AP005,AP028
FL01584,AI,AP023,AP005
FL01585,AI,AP034,AP046
FL01586,AI,AP012,AP003
FL01587,AI,AP017,AP024
FL01588,AI,AP043,AP038
FL01589,AI,AP038,AP002
FL01590,AI,AP004,AP012
FL01591,AI,AP048,AP037
FL01592,AI,AP046,AP042
FL01593,AI,AP035,AP013
FL01594,AI,AP030,AP013
FL01595,AI,AP021,AP019
FL01596,AI,AP000,AP013
FL01597,AI,AP012,AP047
FL01598,AI,AP007,AP047
FL01599,AI,AP048,AP030
FL01600,AI,AP015,AP044
FL01601,AI,AP038,AP045
FL01602,AI,AP013,AP025
FL01603,AI,AP015,AP035
FL01604,AI,AP020,AP049
FL01605,AI,AP018,AP024
FL01606,AI,AP029,AP034
FL01607,AI,AP041,AP022
FL01608,AI,AP019,AP016
FL01609,AI,AP023,AP032
FL01610,AI,AP031,AP029
FL01611,AI,AP006,AP046
FL01612,AI,AP030,AP048
FL01613,AI,AP020,AP013
FL01614,AI,AP023,AP020
FL01615,AI,AP026,AP002
FL01616,AI,AP036,AP014
FL01617,AI,AP047,AP009
FL01618,AI,AP001,AP016
FL01619,AI,AP035,AP037
FL01620,AI,AP037,AP046
FL01621,AI,AP026,AP018
FL01622,AI,AP009,AP012
FL01623,AI,AP021,AP014
FL01624,AI,AP024,AP036
FL01625,AI,AP015,AP031
FL01626,AI,AP035,AP041
FL01627,AI,AP043,AP021
FL01628,AI,AP016,AP048
FL01629,AI,AP031,AP046
FL01630,AI,AP041,AP047
FL01631,AI,AP031,AP029
FL01632,AI,AP010,AP046
FL01633,AI,AP022,AP010
FL01634,AI,AP008,AP046
FL01635,AI,AP034,AP031
FL01636,AI,AP011,AP034
FL01637,AI,AP041,AP003
FL01638,AI,AP033,AP002
FL01639,AI,AP004,AP042
FL01640,AI,AP003,AP048
FL01641,AI,AP000,AP026
FL01642,AI,AP008,AP040
FL01643,AI,AP014,AP004
FL01644,AI,AP045,AP009
FL01645,AI,AP000,AP013
FL01646,AI,AP032,AP029
FL01647,AI,AP023,AP003
FL01648,AI,AP039,AP040
FL01649,AI,AP042,AP039
FL01650,AI,AP030,AP042
FL01651,AI,AP031,AP001
FL01652,AI,AP000,AP034
FL01653,AI,AP035,AP026
FL01654,AI,AP000,AP001
FL01655,AI,AP033,AP046
FL01656,AI,AP017,AP034
FL01657,AI,AP018,AP001
FL01658,AI,AP032,AP044
FL01659,AI,AP043,AP027
FL01660,AI,AP011,AP006
FL01661,AI,AP006,AP033
FL01662,AI,AP009,AP015
FL01663,AI,AP012,AP039
FL01664,AI,AP033,AP016
FL01665,AI,AP022,AP017
FL01666,AI,AP025,AP005
FL01667,AI,AP023,AP025
FL01668,AI,AP029,AP036
FL01669,AI,AP015,AP044
FL01670,AI,AP014,AP019
FL01671,AI,AP043,AP005
FL01672,AI,AP041,AP048
FL01673,AI,AP002,AP005
FL01674,AI,AP025,AP024
FL01675,AI,AP024,AP035
FL01676,AI,AP030,AP003
FL01677,AI,AP040,AP000
FL01678,AI,AP044,AP010
FL01679,AI,AP005,AP031
FL01680,AI,AP027,AP041
FL01681,AI,AP021,AP036
FL01682,AI,AP006,AP033
FL01683,AI,AP002,AP014
FL01684,AI,AP013,AP044
FL01685,AI,AP036,AP030
FL01686,AI,AP017,AP002
FL01687,AI,AP004,AP043
FL01688,AI,AP017,AP034
FL01689,AI,AP036,AP042
FL01690,AI,AP002,AP011
FL01691,AI,AP020,AP001
FL01692,AI,AP013,AP037
FL01693,AI,AP009,AP048
FL01694,AI,AP045,AP025
FL01695,AI,AP004,AP019
FL01696,AI,AP010,AP036
FL01697,AI,AP015,AP036
FL01698,AI,AP024,AP043
FL01699,AI,AP034,AP021
FL01700,AI,AP024,AP048
FL01701,AI,AP047,AP008
FL01702,AI,AP044,AP046
FL01703,AI,AP005,AP032
FL01704,AI,AP047,AP022
FL01705,AI,AP003,AP006
FL01706,AI,AP027,AP014
FL01707,AI,AP004,AP021
FL01708,AI,AP038,AP049
FL01709,AI,AP039,AP038
FL01710,AI,AP025,AP049
FL01711,AI,AP020,AP001
FL01712,AI,AP040,AP017
FL01713,AI,AP028,AP031
FL01714,AI,AP014,AP022
FL01715,AI,AP035,AP024
FL01716,AI,AP027,AP011
FL01717,AI,AP043,AP037
FL01718,AI,AP042,AP024
FL01719,AI,AP005,AP049
FL01720,AI,AP039,AP018
FL01721,AI,AP015,AP045
FL01722,AI,AP004,AP005
FL01723,AI,AP017,AP009
FL01724,AI,AP024,AP045
FL01725,AI,AP040,AP009
FL01726,AI,AP047,AP024
FL01727,AI,AP020,AP023
FL01728,AI,AP006,AP005
FL01729,AI,AP000,AP019
FL01730,AI,AP028,AP023
FL01731,AI,AP048,AP017
FL01732,AI,AP006,AP008
FL01733,AI,AP005,AP011
FL01734,AI,AP027,AP028
FL01735,AI,AP035,AP032
FL01736,AI,AP026,AP006
FL01737,AI,AP001,AP005
FL01738,AI,AP022,AP035
FL01739,AI,AP005,AP038
FL01740,AI,AP038,AP020
FL01741,AI,AP024,AP000
FL01742,AI,AP018,AP026
FL01743,AI,AP024,AP049
FL01744,AI,AP005,AP046
