pnr_id,passenger_id,flight_id,seat_class
PNR000652,P000652,FL08786,ECONOMY
PNR000653,P000653,FL05401,FIRST
PNR000654,P000654,FL06554,FIRST
PNR000655,P000655,FL02943,ECONOMY
PNR000656,P000656,FL07610,BUSINESS
PNR000657,P000657,FL04742,ECONOMY
PNR000658,P000658,FL05498,BUSINESS
PNR000659,P000659,FL04454,ECONOMY
PNR000660,P000660,FL07487,BUSINESS
PNR000661,P000661,FL08183,ECONOMY
PNR000662,P000662,FL01720,BUSINESS
PNR000663,P000663,FL09971,FIRST
PNR000664,P000664,FL01665,ECONOMY
PNR000665,P000665,FL05459,ECONOMY
PNR000666,P000666,FL03742,FIRST
PNR000667,P000667,FL07158,BUSINESS
PNR000668,P000668,FL04655,ECONOMY
PNR000669,P000669,FL00971,FIRST
PNR000670,P000670,FL08109,ECONOMY
PNR000671,P000671,FL07786,BUSINESS
PNR000672,P000672,FL00423,FIRST
PNR000673,P000673,FL02404,BUSINESS
PNR000674,P000674,FL02080,FIRST
PNR000675,P000675,FL08196,ECONOMY
PNR000676,P000676,FL05734,ECONOMY
PNR000677,P000677,FL02739,FIRST
PNR000678,P000678,FL06778,BUSINESS
PNR000679,P000679,FL08090,ECONOMY
PNR000680,P000680,FL09536,ECONOMY
PNR000681,P000681,FL09228,FIRST
PNR000682,P000682,FL09932,BUSINESS
PNR000683,P000683,FL08590,FIRST
PNR000684,P000684,FL05023,BUSINESS
PNR000685,P000685,FL08921,FIRST
PNR000686,P000686,FL06885,ECONOMY
PNR000687,P000687,FL02719,BUSINESS
PNR000688,P000688,FL09809,ECONOMY
PNR000689,P000689,FL05571,ECONOMY
PNR000690,P000690,FL00766,ECONOMY
PNR000691,P000691,FL08273,FIRST
PNR000692,P000692,FL03367,BUSINESS
PNR000693,P000693,FL07495,FIRST
PNR000694,P000694,FL03100,FIRST
PNR000695,P000695,FL04383,BUSINESS
PNR000696,P000696,FL01698,ECONOMY
PNR000697,P000697,FL02788,BUSINESS
PNR000698,P000698,FL01153,FIRST
PNR000699,P000699,FL08035,ECONOMY
PNR000700,P000700,FL05617,BUSINESS
PNR000701,P000701,FL07979,ECONOMY
PNR000702,P000702,FL06431,ECONOMY
PNR000703,P000703,FL06883,FIRST
PNR000704,P000704,FL09033,ECONOMY
PNR000705,P000705,FL01526,BUSINESS
PNR000706,P000706,FL04987,ECONOMY
PNR000707,P000707,FL09556,FIRST
PNR000708,P000708,FL02042,ECONOMY
PNR000709,P000709,FL07033,BUSINESS
PNR000710,P000710,FL02277,BUSINESS
PNR000711,P000711,FL07102,BUSINESS
PNR000712,P000712,FL08183,FIRST
PNR000713,P000713,FL01550,FIRST
PNR000714,P000714,FL03181,FIRST
PNR000715,P000715,FL02275,ECONOMY
PNR000716,P000716,FL05884,ECONOMY
PNR000717,P000717,FL05643,BUSINESS
PNR000718,P000718,FL05189,BUSINESS
PNR000719,P000719,FL05481,FIRST
PNR000720,P000720,FL04636,BUSINESS
PNR000721,P000721,FL05321,BUSINESS
PNR000722,P000722,FL05383,BUSINESS
PNR000723,P000723,FL07864,ECONOMY
PNR000724,P000724,FL00862,BUSINESS
PNR000725,P000725,FL08491,BUSINESS
PNR000726,P000726,FL02855,BUSINESS
PNR000727,P000727,FL06198,FIRST
PNR000728,P000728,FL00227,FIRST
PNR000729,P000729,FL06633,BUSINESS
PNR000730,P000730,FL05857,ECONOMY
PNR000731,P000731,FL06678,FIRST
PNR000732,P000732,FL06593,BUSINESS
PNR000733,P000733,FL00473,BUSINESS
PNR000734,P000734,FL00259,BUSINESS
PNR000735,P000735,FL09116,FIRST
PNR000736,P000736,FL01080,BUSINESS
PNR000737,P000737,FL09463,FIRST
PNR000738,P000738,FL03802,FIRST
PNR000739,P000739,FL02659,BUSINESS
PNR000740,P000740,FL04112,FIRST
PNR000741,P000741,FL08729,BUSINESS
PNR000742,P000742,FL08671,ECONOMY
PNR000743,P000743,FL00054,ECONOMY
PNR000744,P000744,FL00049,BUSINESS
PNR000745,P000745,FL09408,BUSINESS
PNR000746,P000746,FL02386,BUSINESS
PNR000747,P000747,FL05314,ECONOMY
PNR000748,P000748,FL00230,FIRST
PNR000749,P000749,FL04209,FIRST
PNR000750,P000750,FL06330,BUSINESS
PNR000751,P000751,FL09442,BUSINESS
PNR000752,P000752,FL05980,ECONOMY
PNR000753,P000753,FL04260,BUSINESS
PNR000754,P000754,FL00999,ECONOMY
PNR000755,P000755,FL04737,FIRST
PNR000756,P000756,FL07897,FIRST
PNR000757,P000757,FL08737,BUSINESS
PNR000758,P000758,FL00718,BUSINESS
PNR000759,P000759,FL07117,BUSINESS
PNR000760,P000760,FL05383,FIRST
PNR000761,P000761,FL02745,FIRST
PNR000762,P000762,FL05281,ECONOMY
PNR000763,P000763,FL07595,ECONOMY
PNR000764,P000764,FL07796,FIRST
PNR000765,P000765,FL03586,ECONOMY
PNR000766,P000766,FL05442,BUSINESS
PNR000767,P000767,FL01187,BUSINESS
PNR000768,P000768,FL03310,ECONOMY
PNR000769,P000769,FL05221,ECONOMY
PNR000770,P000770,FL09991,BUSINESS
PNR000771,P000771,FL08904,ECONOMY
PNR000772,P000772,FL07229,ECONOMY
PNR000773,P000773,FL09533,ECONOMY
PNR000774,P000774,FL01461,ECONOMY
PNR000775,P000775,FL01990,ECONOMY
PNR000776,P000776,FL09527,ECONOMY
PNR000777,P000777,FL03302,ECONOMY
PNR000778,P000778,FL04176,FIRST
PNR000779,P000779,FL09963,BUSINESS
PNR000780,P000780,FL02395,FIRST
PNR000781,P000781,FL00047,FIRST
PNR000782,P000782,FL06574,ECONOMY
PNR000783,P000783,FL05228,ECONOMY
PNR000784,P000784,FL05190,BUSINESS
PNR000785,P000785,FL08647,BUSINESS
PNR000786,P000786,FL06595,BUSINESS
PNR000787,P000787,FL01227,ECONOMY
PNR000788,P000788,FL00057,BUSINESS
PNR000789,P000789,FL02786,BUSINESS
PNR000790,P000790,FL06211,FIRST
PNR000791,P000791,FL02319,BUSINESS
PNR000792,P000792,FL03434,BUSINESS
PNR000793,P000793,FL03217,BUSINESS
PNR000794,P000794,FL00634,BUSINESS
PNR000795,P000795,FL04388,FIRST
PNR000796,P000796,FL00522,FIRST
PNR000797,P000797,FL02786,FIRST
PNR000798,P000798,FL06394,BUSINESS
PNR000799,P000799,FL02978,ECONOMY
PNR000800,P000800,FL01251,ECONOMY
PNR000801,P000801,FL05434,FIRST
PNR000802,P000802,FL00613,BUSINESS
PNR000803,P000803,FL04121,BUSINESS
PNR000804,P000804,FL09007,BUSINESS
PNR000805,P000805,FL04957,BUSINESS
PNR000806,P000806,FL04141,BUSINESS
PNR000807,P000807,FL04441,FIRST
PNR000808,P000808,FL08403,ECONOMY
PNR000809,P000809,FL09113,FIRST
PNR000810,P000810,FL05234,FIRST
PNR000811,P000811,FL02250,BUSINESS
PNR000812,P000812,FL02679,ECONOMY
PNR000813,P000813,FL07010,BUSINESS
PNR000814,P000814,FL01805,ECONOMY
PNR000815,P000815,FL07108,ECONOMY
PNR000816,P000816,FL03709,BUSINESS
PNR000817,P000817,FL09809,FIRST
PNR000818,P000818,FL02440,FIRST
PNR000819,P000819,FL01499,BUSINESS
PNR000820,P000820,FL03955,ECONOMY
PNR000821,P000821,FL09657,ECONOMY
PNR000822,P000822,FL03017,FIRST
PNR000823,P000823,FL01402,BUSINESS
PNR000824,P000824,FL03684,FIRST
PNR000825,P000825,FL03854,ECONOMY
PNR000826,P000826,FL08443,FIRST
PNR000827,P000827,FL05043,ECONOMY
PNR000828,P000828,FL01420,FIRST
PNR000829,P000829,FL00449,ECONOMY
PNR000830,P000830,FL00007,BUSINESS
PNR000831,P000831,FL02133,FIRST
PNR000832,P000832,FL08772,ECONOMY
PNR000833,P000833,FL07712,BUSINESS
PNR000834,P000834,FL00663,ECONOMY
PNR000835,P000835,FL05766,ECONOMY
PNR000836,P000836,FL05988,BUSINESS
PNR000837,P000837,FL04099,FIRST
PNR000838,P000838,FL06923,ECONOMY
PNR000839,P000839,FL05678,ECONOMY
PNR000840,P000840,FL09511,ECONOMY
PNR000841,P000841,FL02334,BUSINESS
PNR000842,P000842,FL03460,ECONOMY
PNR000843,P000843,FL03134,BUSINESS
PNR000844,P000844,FL05526,ECONOMY
PNR000845,P000845,FL07623,ECONOMY
PNR000846,P000846,FL07176,ECONOMY
PNR000847,P000847,FL09712,BUSINESS
PNR000848,P000848,FL06167,ECONOMY
PNR000849,P000849,FL02382,FIRST
PNR000850,P000850,FL02312,ECONOMY
PNR000851,P000851,FL07566,ECONOMY
PNR000852,P000852,FL04373,ECONOMY
PNR000853,P000853,FL03344,ECONOMY
PNR000854,P000854,FL08748,FIRST
PNR000855,P000855,FL02700,BUSINESS
PNR000856,P000856,FL04060,FIRST
PNR000857,P000857,FL04204,ECONOMY
PNR000858,P000858,FL00596,FIRST
PNR000859,P000859,FL05358,FIRST
PNR000860,P000860,FL05116,ECONOMY
PNR000861,P000861,FL00858,ECONOMY
PNR000862,P000862,FL03043,BUSINESS
PNR000863,P000863,FL01090,BUSINESS
PNR000864,P000864,FL08831,BUSINESS
PNR000865,P000865,FL09129,BUSINESS
PNR000866,P000866,FL02137,FIRST
PNR000867,P000867,FL04825,FIRST
PNR000868,P000868,FL01215,ECONOMY
PNR000869,P000869,FL06907,BUSINESS
PNR000870,P000870,FL02728,BUSINESS
PNR000871,P000871,FL00967,FIRST
PNR000872,P000872,FL05395,ECONOMY
PNR000873,P000873,FL09061,BUSINESS
PNR000874,P000874,FL03468,BUSINESS
PNR000875,P000875,FL07913,FIRST
PNR000876,P000876,FL09782,BUSINESS
PNR000877,P000877,FL07617,ECONOMY
PNR000878,P000878,FL06151,FIRST
PNR000879,P000879,FL01426,FIRST
PNR000880,P000880,FL05916,ECONOMY
PNR000881,P000881,FL07852,ECONOMY
PNR000882,P000882,FL01378,FIRST
PNR000883,P000883,FL02822,BUSINESS
PNR000884,P000884,FL02007,FIRST
PNR000885,P000885,FL01446,ECONOMY
PNR000886,P000886,FL02864,FIRST
PNR000887,P000887,FL02856,FIRST
PNR000888,P000888,FL06515,BUSINESS
PNR000889,P000889,FL09314,FIRST
PNR000890,P000890,FL04325,ECONOMY
PNR000891,P000891,FL03233,BUSINESS
PNR000892,P000892,FL05127,FIRST
PNR000893,P000893,FL04525,BUSINESS
PNR000894,P000894,FL07695,ECONOMY
PNR000895,P000895,FL04777,FIRST
PNR000896,P000896,FL09000,FIRST
PNR000897,P000897,FL06331,ECONOMY
PNR000898,P000898,FL01293,BUSINESS
PNR000899,P000899,FL04196,BUSINESS
PNR000900,P000900,FL04339,BUSINESS
PNR000901,P000901,FL06599,BUSINESS
PNR000902,P000902,FL07395,ECONOMY
PNR000903,P000903,FL05398,FIRST
PNR000904,P000904,FL06293,BUSINESS
PNR000905,P000905,FL07569,ECONOMY
PNR000906,P000906,FL03940,BUSINESS
PNR000907,P000907,FL02596,FIRST
PNR000908,P000908,FL05470,FIRST
PNR000909,P000909,FL08692,BUSINESS
PNR000910,P000910,FL01623,ECONOMY
PNR000911,P000911,FL03690,ECONOMY
PNR000912,P000912,FL07834,FIRST
PNR000913,P000913,FL09008,FIRST
PNR000914,P000914,FL09946,FIRST
PNR000915,P000915,FL00598,FIRST
PNR000916,P000916,FL00464,FIRST
PNR000917,P000917,FL00220,BUSINESS
PNR000918,P000918,FL06867,ECONOMY
PNR000919,P000919,FL09055,FIRST
PNR000920,P000920,FL03815,BUSINESS
PNR000921,P000921,FL05750,ECONOMY
PNR000922,P000922,FL06876,FIRST
PNR000923,P000923,FL00350,FIRST
PNR000924,P000924,FL08379,BUSINESS
PNR000925,P000925,FL02637,BUSINESS
PNR000926,P000926,FL02119,FIRST
PNR000927,P000927,FL09815,ECONOMY
PNR000928,P000928,FL06319,BUSINESS
PNR000929,P000929,FL03594,BUSINESS
PNR000930,P000930,FL07105,FIRST
PNR000931,P000931,FL02779,FIRST
PNR000932,P000932,FL06658,FIRST
PNR000933,P000933,FL07557,FIRST
PNR000934,P000934,FL03631,BUSINESS
PNR000935,P000935,FL08229,BUSINESS
PNR000936,P000936,FL01293,FIRST
PNR000937,P000937,FL05297,ECONOMY
PNR000938,P000938,FL01365,BUSINESS
PNR000939,P000939,FL00675,ECONOMY
PNR000940,P000940,FL05897,FIRST
PNR000941,P000941,FL04381,FIRST
PNR000942,P000942,FL04081,BUSINESS
PNR000943,P000943,FL01267,BUSINESS
PNR000944,P000944,FL03453,ECONOMY
PNR000945,P000945,FL08332,ECONOMY
PNR000946,P000946,FL01339,BUSINESS
PNR000947,P000947,FL06034,FIRST
PNR000948,P000948,FL00631,FIRST
PNR000949,P000949,FL04941,BUSINESS
PNR000950,P000950,FL04287,FIRST
PNR000951,P000951,FL06607,BUSINESS
PNR000952,P000952,FL05308,ECONOMY
PNR000953,P000953,FL08189,BUSINESS
PNR000954,P000954,FL02415,ECONOMY
PNR000955,P000955,FL04834,BUSINESS
PNR000956,P000956,FL02583,BUSINESS
PNR000957,P000957,FL04051,ECONOMY
PNR000958,P000958,FL03587,BUSINESS
PNR000959,P000959,FL00945,FIRST
PNR000960,P000960,FL06109,FIRST
PNR000961,P000961,FL04931,FIRST
PNR000962,P000962,FL01681,BUSINESS
PNR000963,P000963,FL05357,ECONOMY
PNR000964,P000964,FL08765,BUSINESS
PNR000965,P000965,FL06656,FIRST
PNR000966,P000966,FL02881,FIRST
PNR000967,P000967,FL02311,ECONOMY
PNR000968,P000968,FL09826,FIRST
PNR000969,P000969,FL03797,ECONOMY
PNR000970,P000970,FL05352,FIRST
PNR000971,P000971,FL04672,FIRST
PNR000972,P000972,FL08920,FIRST
PNR000973,P000973,FL01154,BUSINESS
PNR000974,P000974,FL07693,ECONOMY
PNR000975,P000975,FL04556,FIRST
PNR000976,P000976,FL03986,FIRST
PNR000977,P000977,FL06321,ECONOMY
PNR000978,P000978,FL02096,FIRST
PNR000979,P000979,FL02467,BUSINESS
PNR000980,P000980,FL05799,ECONOMY
PNR000981,P000981,FL01906,FIRST
PNR000982,P000982,FL01876,ECONOMY
PNR000983,P000983,FL09036,ECONOMY
PNR000984,P000984,FL09239,BUSINESS
PNR000985,P000985,FL07779,FIRST
PNR000986,P000986,FL07581,ECONOMY
PNR000987,P000987,FL09084,FIRST
PNR000988,P000988,FL05116,FIRST
PNR000989,P000989,FL05123,BUSINESS
PNR000990,P000990,FL07629,BUSINESS
PNR000991,P000991,FL00643,BUSINESS
PNR000992,P000992,FL05374,ECONOMY
PNR000993,P000993,FL09953,ECONOMY
PNR000994,P000994,FL04500,FIRST
PNR000995,P000995,FL04159,ECONOMY
PNR000996,P000996,FL08114,ECONOMY
PNR000997,P000997,FL06066,BUSINESS
PNR000998,P000998,FL06359,BUSINESS
PNR000999,P000999,FL07739,ECONOMY
PNR001000,P001000,FL07603,BUSINESS
PNR001001,P001001,FL04804,FIRST
PNR001002,P001002,FL05824,FIRST
PNR001003,P001003,FL09624,FIRST
PNR001004,P001004,FL07447,BUSINESS
PNR001005,P001005,FL04164,ECONOMY
PNR001006,P001006,FL04505,FIRST
PNR001007,P001007,FL02541,FIRST
PNR001008,P001008,FL01911,ECONOMY
PNR001009,P001009,FL00530,BUSINESS
PNR001010,P001010,FL07624,FIRST
PNR001011,P001011,FL00198,BUSINESS
PNR001012,P001012,FL09345,BUSINESS
PNR001013,P001013,FL01046,BUSINESS
PNR001014,P001014,FL06906,FIRST
PNR001015,P001015,FL05563,FIRST
PNR001016,P001016,FL09132,BUSINESS
PNR001017,P001017,FL06112,FIRST
PNR001018,P001018,FL06093,BUSINESS
PNR001019,P001019,FL05830,ECONOMY
PNR001020,P001020,FL05553,ECONOMY
PNR001021,P001021,FL05642,BUSINESS
PNR001022,P001022,FL08011,BUSINESS
PNR001023,P001023,FL09725,FIRST
PNR001024,P001024,FL09404,ECONOMY
PNR001025,P001025,FL02055,ECONOMY
PNR001026,P001026,FL08890,FIRST
PNR001027,P001027,FL08923,FIRST
PNR001028,P001028,FL04139,ECONOMY
PNR001029,P001029,FL00946,BUSINESS
PNR001030,P001030,FL04209,ECONOMY
PNR001031,P001031,FL00102,ECONOMY
PNR001032,P001032,FL00096,ECONOMY
PNR001033,P001033,FL08440,ECONOMY
PNR001034,P001034,FL09530,ECONOMY
PNR001035,P001035,FL09256,BUSINESS
PNR001036,P001036,FL08261,BUSINESS
PNR001037,P001037,FL08201,ECONOMY
PNR001038,P001038,FL07207,FIRST
PNR001039,P001039,FL00082,FIRST
PNR001040,P001040,FL03998,BUSINESS
PNR001041,P001041,FL04893,FIRST
PNR001042,P001042,FL06709,BUSINESS
PNR001043,P001043,FL03993,ECONOMY
PNR001044,P001044,FL03388,FIRST
PNR001045,P001045,FL07785,BUSINESS
PNR001046,P001046,FL03107,BUSINESS
PNR001047,P001047,FL09144,BUSINESS
PNR001048,P001048,FL06925,BUSINESS
PNR001049,P001049,FL03221,BUSINESS
PNR001050,P001050,FL06653,BUSINESS
PNR001051,P001051,FL03368,FIRST
PNR001052,P001052,FL04989,FIRST
PNR001053,P001053,FL02127,FIRST
PNR001054,P001054,FL05027,FIRST
PNR001055,P001055,FL08623,BUSINESS
PNR001056,P001056,FL01124,FIRST
PNR001057,P001057,FL07998,BUSINESS
PNR001058,P001058,FL08833,BUSINESS
PNR001059,P001059,FL06169,ECONOMY
PNR001060,P001060,FL04211,FIRST
PNR001061,P001061,FL01137,BUSINESS
PNR001062,P001062,FL04904,ECONOMY
PNR001063,P001063,FL02318,FIRST
PNR001064,P001064,FL00333,FIRST
PNR001065,P001065,FL02858,ECONOMY
PNR001066,P001066,FL04400,ECONOMY
PNR001067,P001067,FL05506,FIRST
PNR001068,P001068,FL08932,ECONOMY
PNR001069,P001069,FL08028,BUSINESS
PNR001070,P001070,FL04932,ECONOMY
PNR001071,P001071,FL07303,ECONOMY
PNR001072,P001072,FL02524,BUSINESS
PNR001073,P001073,FL08858,FIRST
PNR001074,P001074,FL05478,ECONOMY
PNR001075,P001075,FL02113,FIRST
PNR001076,P001076,FL04470,ECONOMY
PNR001077,P001077,FL07560,BUSINESS
PNR001078,P001078,FL01241,BUSINESS
PNR001079,P001079,FL07797,BUSINESS
PNR001080,P001080,FL00478,BUSINESS
PNR001081,P001081,FL04976,ECONOMY
PNR001082,P001082,FL08792,ECONOMY
PNR001083,P001083,FL09638,FIRST
PNR001084,P001084,FL01762,FIRST
PNR001085,P001085,FL05153,FIRST
PNR001086,P001086,FL09335,BUSINESS
PNR001087,P001087,FL07242,FIRST
PNR001088,P001088,FL04752,FIRST
PNR001089,P001089,FL02448,FIRST
PNR001090,P001090,FL01191,BUSINESS
PNR001091,P001091,FL03181,FIRST
PNR001092,P001092,FL06834,BUSINESS
PNR001093,P001093,FL08333,FIRST
PNR001094,P001094,FL00820,FIRST
PNR001095,P001095,FL09495,ECONOMY
PNR001096,P001096,FL03761,BUSINESS
PNR001097,P001097,FL04697,ECONOMY
PNR001098,P001098,FL03706,ECONOMY
PNR001099,P001099,FL09340,FIRST
PNR001100,P001100,FL02431,ECONOMY
PNR001101,P001101,FL00045,BUSINESS
PNR001102,P001102,FL07073,ECONOMY
PNR001103,P001103,FL07687,ECONOMY
PNR001104,P001104,FL08879,BUSINESS
PNR001105,P001105,FL01110,FIRST
PNR001106,P001106,FL05636,FIRST
PNR001107,P001107,FL09133,FIRST
PNR001108,P001108,FL07704,FIRST
PNR001109,P001109,FL03980,FIRST
PNR001110,P001110,FL06791,ECONOMY
PNR001111,P001111,FL08487,ECONOMY
PNR001112,P001112,FL02227,BUSINESS
PNR001113,P001113,FL08368,ECONOMY
PNR001114,P001114,FL01762,BUSINESS
PNR001115,P001115,FL08548,FIRST
PNR001116,P001116,FL06275,ECONOMY
PNR001117,P001117,FL02407,ECONOMY
PNR001118,P001118,FL06314,ECONOMY
PNR001119,P001119,FL00184,ECONOMY
PNR001120,P001120,FL09492,FIRST
PNR001121,P001121,FL05693,ECONOMY
PNR001122,P001122,FL09704,ECONOMY
PNR001123,P001123,FL08371,ECONOMY
PNR001124,P001124,FL06828,BUSINESS
PNR001125,P001125,FL09242,FIRST
PNR001126,P001126,FL01771,FIRST
PNR001127,P001127,FL03095,ECONOMY
PNR001128,P001128,FL06902,ECONOMY
PNR001129,P001129,FL02575,FIRST
PNR001130,P001130,FL04874,FIRST
PNR001131,P001131,FL08736,FIRST
PNR001132,P001132,FL08066,BUSINESS
PNR001133,P001133,FL08793,BUSINESS
PNR001134,P001134,FL09423,ECONOMY
PNR001135,P001135,FL01800,ECONOMY
PNR001136,P001136,FL09621,ECONOMY
PNR001137,P001137,FL08680,ECONOMY
PNR001138,P001138,FL01026,ECONOMY
PNR001139,P001139,FL06987,BUSINESS
PNR001140,P001140,FL05080,FIRST
PNR001141,P001141,FL00962,BUSINESS
PNR001142,P001142,FL01512,BUSINESS
PNR001143,P001143,FL06568,FIRST
PNR001144,P001144,FL05146,ECONOMY
PNR001145,P001145,FL05983,BUSINESS
PNR001146,P001146,FL03552,BUSINESS
PNR001147,P001147,FL08394,FIRST
PNR001148,P001148,FL05347,BUSINESS
PNR001149,P001149,FL04715,FIRST
PNR001150,P001150,FL01002,FIRST
PNR001151,P001151,FL02685,BUSINESS
PNR001152,P001152,FL06440,BUSINESS
PNR001153,P001153,FL05085,FIRST
PNR001154,P001154,FL02724,BUSINESS
PNR001155,P001155,FL08404,BUSINESS
PNR001156,P001156,FL02370,BUSINESS
PNR001157,P001157,FL05081,BUSINESS
PNR001158,P001158,FL06389,ECONOMY
PNR001159,P001159,FL00695,BUSINESS
PNR001160,P001160,FL00098,FIRST
PNR001161,P001161,FL00210,ECONOMY
PNR001162,P001162,FL08538,FIRST
PNR001163,P001163,FL08068,FIRST
PNR001164,P001164,FL05745,ECONOMY
PNR001165,P001165,FL09623,ECONOMY
PNR001166,P001166,FL09275,FIRST
PNR001167,P001167,FL04607,ECONOMY
PNR001168,P001168,FL03064,ECONOMY
PNR001169,P001169,FL03941,BUSINESS
PNR001170,P001170,FL04972,ECONOMY
PNR001171,P001171,FL00519,ECONOMY
PNR001172,P001172,FL01293,FIRST
PNR001173,P001173,FL07045,FIRST
PNR001174,P001174,FL06911,FIRST
PNR001175,P001175,FL07595,ECONOMY
PNR001176,P001176,FL08958,ECONOMY
PNR001177,P001177,FL05987,ECONOMY
PNR001178,P001178,FL07003,FIRST
PNR001179,P001179,FL09135,BUSINESS
PNR001180,P001180,FL02327,ECONOMY
PNR001181,P001181,FL05171,FIRST
PNR001182,P001182,FL07884,FIRST
PNR001183,P001183,FL07312,ECONOMY
PNR001184,P001184,FL08872,FIRST
PNR001185,P001185,FL09971,ECONOMY
PNR001186,P001186,FL00097,BUSINESS
PNR001187,P001187,FL07490,ECONOMY
PNR001188,P001188,FL02271,BUSINESS
PNR001189,P001189,FL01531,ECONOMY
PNR001190,P001190,FL06604,BUSINESS
PNR001191,P001191,FL04596,ECONOMY
PNR001192,P001192,FL00702,ECONOMY
PNR001193,P001193,FL00817,ECONOMY
PNR001194,P001194,FL09057,BUSINESS
PNR001195,P001195,FL02114,BUSINESS
PNR001196,P001196,FL01486,BUSINESS
PNR001197,P001197,FL05776,FIRST
PNR001198,P001198,FL04113,FIRST
PNR001199,P001199,FL01196,FIRST
PNR001200,P001200,FL07502,ECONOMY
PNR001201,P001201,FL09603,FIRST
PNR001202,P001202,FL01834,ECONOMY
PNR001203,P001203,FL09481,FIRST
PNR001204,P001204,FL03539,FIRST
PNR001205,P001205,FL07346,BUSINESS
PNR001206,P001206,FL01759,ECONOMY
PNR001207,P001207,FL04651,BUSINESS
PNR001208,P001208,FL02487,BUSINESS
PNR001209,P001209,FL07923,BUSINESS
PNR001210,P001210,FL04428,FIRST
PNR001211,P001211,FL09561,BUSINESS
PNR001212,P001212,FL02310,FIRST
PNR001213,P001213,FL09115,BUSINESS
PNR001214,P001214,FL09313,FIRST
PNR001215,P001215,FL09387,BUSINESS
PNR001216,P001216,FL05444,FIRST
PNR001217,P001217,FL09485,BUSINESS
PNR001218,P001218,FL00649,BUSINESS
PNR001219,P001219,FL01448,ECONOMY
PNR001220,P001220,FL03803,FIRST
PNR001221,P001221,FL03158,BUSINESS
PNR001222,P001222,FL08303,FIRST
PNR001223,P001223,FL07862,FIRST
PNR001224,P001224,FL06657,BUSINESS
PNR001225,P001225,FL04674,FIRST
PNR001226,P001226,FL09853,BUSINESS
PNR001227,P001227,FL03293,ECONOMY
PNR001228,P001228,FL03502,ECONOMY
PNR001229,P001229,FL05021,FIRST
PNR001230,P001230,FL04868,BUSINESS
PNR001231,P001231,FL04876,ECONOMY
PNR001232,P001232,FL00519,BUSINESS
PNR001233,P001233,FL05917,FIRST
PNR001234,P001234,FL03054,ECONOMY
PNR001235,P001235,FL06475,FIRST
PNR001236,P001236,FL00983,ECONOMY
PNR001237,P001237,FL09811,FIRST
PNR001238,P001238,FL09003,FIRST
PNR001239,P001239,FL07361,ECONOMY
PNR001240,P001240,FL06635,ECONOMY
PNR001241,P001241,FL07887,BUSINESS
PNR001242,P001242,FL02248,BUSINESS
PNR001243,P001243,FL05414,BUSINESS
PNR001244,P001244,FL00366,BUSINESS
PNR001245,P001245,FL05705,ECONOMY
PNR001246,P001246,FL03864,ECONOMY
PNR001247,P001247,FL09133,FIRST
PNR001248,P001248,FL01698,ECONOMY
PNR001249,P001249,FL05586,FIRST
PNR001250,P001250,FL09325,ECONOMY
PNR001251,P001251,FL02025,ECONOMY
PNR001252,P001252,FL09438,FIRST
PNR001253,P001253,FL01356,FIRST
PNR001254,P001254,FL06140,ECONOMY
PNR001255,P001255,FL08466,BUSINESS
PNR001256,P001256,FL07655,FIRST
PNR001257,P001257,FL07716,ECONOMY
PNR001258,P001258,FL09951,FIRST
PNR001259,P001259,FL00756,BUSINESS
PNR001260,P001260,FL03545,FIRST
PNR001261,P001261,FL06058,ECONOMY
PNR001262,P001262,FL04234,FIRST
PNR001263,P001263,FL01992,FIRST
PNR001264,P001264,FL01042,FIRST
PNR001265,P001265,FL05034,BUSINESS
PNR001266,P001266,FL01972,ECONOMY
PNR001267,P001267,FL04686,ECONOMY
PNR001268,P001268,FL00848,BUSINESS
PNR001269,P001269,FL03035,BUSINESS
PNR001270,P001270,FL05340,BUSINESS
PNR001271,P001271,FL03310,FIRST
PNR001272,P001272,FL09465,FIRST
PNR001273,P001273,FL00099,BUSINESS
PNR001274,P001274,FL05066,FIRST
PNR001275,P001275,FL04437,FIRST
PNR001276,P001276,FL06261,ECONOMY
PNR001277,P001277,FL05357,ECONOMY
PNR001278,P001278,FL04854,FIRST
PNR001279,P001279,FL04198,FIRST
PNR001280,P001280,FL05543,ECONOMY
PNR001281,P001281,FL09133,ECONOMY
PNR001282,P001282,FL09016,ECONOMY
PNR001283,P001283,FL05433,ECONOMY
PNR001284,P001284,FL03779,BUSINESS
PNR001285,P001285,FL04144,ECONOMY
PNR001286,P001286,FL05009,FIRST
PNR001287,P001287,FL09359,FIRST
PNR001288,P001288,FL00508,FIRST
PNR001289,P001289,FL05326,FIRST
PNR001290,P001290,FL01442,ECONOMY
PNR001291,P001291,FL01622,BUSINESS
PNR001292,P001292,FL07819,FIRST
PNR001293,P001293,FL02077,BUSINESS
PNR001294,P001294,FL08310,FIRST
PNR001295,P001295,FL07724,FIRST
PNR001296,P001296,FL05418,FIRST
PNR001297,P001297,FL02555,BUSINESS
PNR001298,P001298,FL04720,BUSINESS
PNR001299,P001299,FL00922,BUSINESS
PNR001300,P001300,FL03336,FIRST
PNR001301,P001301,FL02730,ECONOMY
PNR001302,P001302,FL02556,BUSINESS
PNR001303,P001303,FL09914,BUSINESS
PNR001304,P001304,FL00552,ECONOMY
PNR001305,P001305,FL04553,FIRST
PNR001306,P001306,FL02629,FIRST
