flight_id,total_seats,available_seats
FL06211,124,124
FL06212,192,192
FL06213,139,139
FL06214,132,132
FL06215,177,177
FL06216,174,174
FL06217,159,159
FL06218,162,162
FL06219,129,129
FL06220,181,181
FL06221,179,179
FL06222,217,217
FL06223,125,125
FL06224,136,136
FL06225,139,139
FL06226,205,205
FL06227,146,146
FL06228,191,191
FL06229,120,120
FL06230,152,152
FL06231,210,210
FL06232,164,164
FL06233,149,149
FL06234,159,159
FL06235,177,177
FL06236,184,184
FL06237,140,140
FL06238,176,176
FL06239,178,178
FL06240,204,204
FL06241,137,137
FL06242,161,161
FL06243,144,144
FL06244,213,213
FL06245,139,139
FL06246,127,127
FL06247,199,199
FL06248,165,165
FL06249,201,201
FL06250,195,195
FL06251,202,202
FL06252,208,208
FL06253,143,143
FL06254,188,188
FL06255,154,154
FL06256,187,187
FL06257,192,192
FL06258,191,191
FL06259,180,180
FL06260,220,220
FL06261,150,150
FL06262,166,166
FL06263,210,210
FL06264,184,184
FL06265,183,183
FL06266,142,142
FL06267,178,178
FL06268,141,141
FL06269,199,199
FL06270,197,197
FL06271,144,144
FL06272,147,147
FL06273,200,200
FL06274,212,212
FL06275,163,163
FL06276,209,209
FL06277,180,180
FL06278,207,207
FL06279,200,200
FL06280,122,122
FL06281,140,140
FL06282,209,209
FL06283,152,152
FL06284,123,123
FL06285,198,198
FL06286,151,151
FL06287,193,193
FL06288,184,184
FL06289,171,171
FL06290,205,205
FL06291,174,174
FL06292,145,145
FL06293,211,211
FL06294,197,197
FL06295,187,187
FL06296,159,159
FL06297,218,218
FL06298,169,169
FL06299,156,156
FL06300,188,188
FL06301,156,156
FL06302,154,154
FL06303,137,137
FL06304,206,206
FL06305,178,178
FL06306,151,151
FL06307,194,194
FL06308,191,191
FL06309,149,149
FL06310,160,160
FL06311,212,212
FL06312,217,217
FL06313,170,170
FL06314,206,206
FL06315,164,164
FL06316,136,136
FL06317,210,210
FL06318,150,150
FL06319,197,197
FL06320,129,129
FL06321,190,190
FL06322,213,213
FL06323,190,190
FL06324,173,173
FL06325,204,204
FL06326,178,178
FL06327,171,171
FL06328,141,141
FL06329,220,220
FL06330,139,139
FL06331,180,180
FL06332,151,151
FL06333,162,162
FL06334,148,148
FL06335,150,150
FL06336,159,159
FL06337,120,120
FL06338,169,169
FL06339,200,200
FL06340,140,140
FL06341,127,127
FL06342,133,133
FL06343,172,172
FL06344,174,174
FL06345,144,144
FL06346,151,151
FL06347,154,154
FL06348,219,219
FL06349,127,127
FL06350,134,134
FL06351,153,153
FL06352,208,208
FL06353,137,137
FL06354,131,131
FL06355,167,167
FL06356,170,170
FL06357,208,208
FL06358,145,145
FL06359,152,152
FL06360,208,208
FL06361,163,163
FL06362,142,142
FL06363,173,173
FL06364,147,147
FL06365,171,171
FL06366,141,141
FL06367,187,187
FL06368,191,191
FL06369,173,173
FL06370,143,143
FL06371,147,147
FL06372,144,144
FL06373,166,166
FL06374,178,178
FL06375,124,124
FL06376,156,156
FL06377,155,155
FL06378,154,154
FL06379,166,166
FL06380,166,166
FL06381,211,211
FL06382,135,135
FL06383,214,214
FL06384,203,203
FL06385,159,159
FL06386,146,146
FL06387,154,154
FL06388,157,157
FL06389,138,138
FL06390,130,130
FL06391,129,129
FL06392,133,133
FL06393,179,179
FL06394,163,163
FL06395,153,153
FL06396,193,193
FL06397,153,153
FL06398,157,157
FL06399,192,192
FL06400,162,162
FL06401,181,181
FL06402,202,202
FL06403,156,156
FL06404,141,141
FL06405,217,217
FL06406,130,130
FL06407,200,200
FL06408,190,190
FL06409,188,188
FL06410,211,211
FL06411,158,158
FL06412,142,142
FL06413,200,200
FL06414,218,218
FL06415,158,158
FL06416,168,168
FL06417,150,150
FL06418,184,184
FL06419,134,134
FL06420,166,166
FL06421,129,129
FL06422,140,140
FL06423,199,199
FL06424,134,134
FL06425,135,135
FL06426,172,172
FL06427,154,154
FL06428,216,216
FL06429,182,182
FL06430,202,202
FL06431,198,198
FL06432,142,142
FL06433,152,152
FL06434,204,204
FL06435,169,169
FL06436,156,156
FL06437,142,142
FL06438,195,195
FL06439,196,196
FL06440,184,184
FL06441,176,176
FL06442,142,142
FL06443,152,152
FL06444,176,176
FL06445,213,213
FL06446,146,146
FL06447,161,161
FL06448,147,147
FL06449,203,203
FL06450,199,199
FL06451,199,199
FL06452,187,187
FL06453,183,183
FL06454,167,167
FL06455,217,217
FL06456,202,202
FL06457,192,192
FL06458,135,135
FL06459,166,166
FL06460,150,150
FL06461,120,120
FL06462,127,127
FL06463,179,179
FL06464,160,160
FL06465,135,135
FL06466,153,153
FL06467,167,167
FL06468,203,203
FL06469,129,129
FL06470,187,187
FL06471,148,148
FL06472,155,155
FL06473,181,181
FL06474,192,192
FL06475,142,142
FL06476,207,207
FL06477,150,150
FL06478,126,126
FL06479,163,163
FL06480,179,179
FL06481,191,191
FL06482,141,141
FL06483,153,153
FL06484,161,161
FL06485,214,214
FL06486,145,145
FL06487,129,129
FL06488,123,123
FL06489,212,212
FL06490,184,184
FL06491,131,131
FL06492,137,137
FL06493,152,152
FL06494,171,171
FL06495,158,158
FL06496,150,150
FL06497,215,215
FL06498,181,181
FL06499,188,188
FL06500,201,201
FL06501,207,207
FL06502,169,169
FL06503,141,141
FL06504,159,159
FL06505,146,146
FL06506,215,215
FL06507,126,126
FL06508,201,201
FL06509,129,129
FL06510,154,154
FL06511,200,200
FL06512,173,173
FL06513,121,121
FL06514,174,174
FL06515,173,173
FL06516,214,214
FL06517,215,215
FL06518,195,195
FL06519,169,169
FL06520,134,134
FL06521,212,212
FL06522,123,123
FL06523,168,168
FL06524,196,196
FL06525,200,200
FL06526,172,172
FL06527,151,151
FL06528,215,215
FL06529,177,177
FL06530,159,159
FL06531,197,197
FL06532,133,133
FL06533,138,138
FL06534,128,128
FL06535,186,186
FL06536,182,182
FL06537,196,196
FL06538,209,209
FL06539,200,200
FL06540,124,124
FL06541,169,169
FL06542,163,163
FL06543,121,121
FL06544,174,174
FL06545,129,129
FL06546,218,218
FL06547,154,154
FL06548,176,176
FL06549,130,130
FL06550,164,164
FL06551,194,194
FL06552,121,121
FL06553,133,133
FL06554,133,133
FL06555,141,141
FL06556,160,160
FL06557,120,120
FL06558,137,137
FL06559,213,213
FL06560,144,144
FL06561,130,130
FL06562,173,173
FL06563,125,125
FL06564,120,120
FL06565,152,152
FL06566,217,217
FL06567,126,126
FL06568,143,143
FL06569,181,181
FL06570,141,141
FL06571,191,191
FL06572,199,199
FL06573,189,189
FL06574,173,173
FL06575,185,185
FL06576,149,149
FL06577,201,201
FL06578,137,137
FL06579,134,134
FL06580,142,142
FL06581,127,127
FL06582,190,190
FL06583,170,170
FL06584,130,130
FL06585,153,153
FL06586,215,215
FL06587,209,209
FL06588,198,198
FL06589,190,190
FL06590,157,157
FL06591,138,138
FL06592,167,167
FL06593,124,124
FL06594,179,179
FL06595,199,199
FL06596,170,170
FL06597,217,217
FL06598,168,168
FL06599,199,199
FL06600,197,197
FL06601,201,201
FL06602,216,216
FL06603,177,177
FL06604,184,184
FL06605,153,153
FL06606,140,140
FL06607,124,124
FL06608,127,127
FL06609,202,202
FL06610,128,128
FL06611,156,156
FL06612,130,130
FL06613,155,155
FL06614,154,154
FL06615,137,137
FL06616,152,152
FL06617,170,170
FL06618,121,121
FL06619,202,202
FL06620,180,180
FL06621,148,148
FL06622,182,182
FL06623,141,141
FL06624,151,151
FL06625,210,210
FL06626,188,188
FL06627,174,174
FL06628,128,128
FL06629,211,211
FL06630,165,165
FL06631,194,194
FL06632,167,167
FL06633,141,141
FL06634,186,186
FL06635,210,210
FL06636,161,161
FL06637,214,214
FL06638,196,196
FL06639,210,210
FL06640,196,196
FL06641,154,154
FL06642,178,178
FL06643,161,161
FL06644,204,204
FL06645,180,180
FL06646,209,209
FL06647,175,175
FL06648,147,147
FL06649,216,216
FL06650,182,182
FL06651,209,209
FL06652,217,217
FL06653,197,197
FL06654,184,184
FL06655,141,141
FL06656,195,195
FL06657,149,149
FL06658,123,123
FL06659,163,163
FL06660,160,160
FL06661,183,183
FL06662,181,181
FL06663,193,193
FL06664,180,180
FL06665,204,204
FL06666,196,196
FL06667,202,202
FL06668,188,188
FL06669,146,146
FL06670,169,169
FL06671,176,176
FL06672,175,175
FL06673,122,122
FL06674,180,180
FL06675,159,159
FL06676,212,212
FL06677,200,200
FL06678,132,132
FL06679,125,125
FL06680,167,167
FL06681,195,195
FL06682,147,147
FL06683,197,197
FL06684,154,154
FL06685,213,213
FL06686,206,206
FL06687,188,188
FL06688,133,133
FL06689,160,160
FL06690,120,120
FL06691,218,218
FL06692,155,155
FL06693,149,149
FL06694,192,192
FL06695,127,127
FL06696,150,150
FL06697,163,163
FL06698,175,175
FL06699,214,214
FL06700,123,123
FL06701,137,137
FL06702,187,187
FL06703,165,165
FL06704,218,218
FL06705,190,190
FL06706,200,200
FL06707,172,172
FL06708,199,199
FL06709,200,200
FL06710,169,169
FL06711,174,174
FL06712,211,211
FL06713,121,121
FL06714,199,199
FL06715,173,173
FL06716,147,147
FL06717,165,165
FL06718,159,159
FL06719,206,206
FL06720,179,179
FL06721,170,170
FL06722,122,122
FL06723,182,182
FL06724,161,161
FL06725,130,130
FL06726,141,141
FL06727,131,131
FL06728,127,127
FL06729,131,131
FL06730,184,184
FL06731,157,157
FL06732,136,136
FL06733,169,169
FL06734,141,141
FL06735,204,204
FL06736,137,137
FL06737,168,168
FL06738,159,159
FL06739,203,203
FL06740,156,156
FL06741,133,133
FL06742,187,187
FL06743,122,122
FL06744,220,220
FL06745,136,136
FL06746,155,155
FL06747,164,164
FL06748,194,194
FL06749,157,157
FL06750,127,127
FL06751,184,184
FL06752,164,164
FL06753,220,220
FL06754,197,197
FL06755,201,201
FL06756,149,149
FL06757,161,161
FL06758,171,171
FL06759,167,167
FL06760,150,150
FL06761,163,163
FL06762,140,140
FL06763,155,155
FL06764,202,202
FL06765,151,151
FL06766,180,180
FL06767,218,218
FL06768,178,178
FL06769,217,217
FL06770,213,213
FL06771,195,195
FL06772,162,162
FL06773,124,124
FL06774,177,177
FL06775,212,212
FL06776,173,173
FL06777,207,207
FL06778,166,166
FL06779,219,219
FL06780,219,219
FL06781,161,161
FL06782,178,178
FL06783,148,148
FL06784,182,182
FL06785,152,152
FL06786,191,191
FL06787,215,215
FL06788,213,213
FL06789,165,165
FL06790,213,213
FL06791,215,215
FL06792,139,139
FL06793,162,162
FL06794,129,129
FL06795,141,141
FL06796,141,141
FL06797,162,162
FL06798,215,215
FL06799,190,190
FL06800,157,157
FL06801,173,173
FL06802,178,178
FL06803,195,195
FL06804,201,201
FL06805,126,126
FL06806,130,130
FL06807,204,204
FL06808,182,182
FL06809,161,161
FL06810,218,218
FL06811,141,141
FL06812,140,140
FL06813,181,181
FL06814,195,195
FL06815,216,216
FL06816,201,201
FL06817,142,142
FL06818,199,199
FL06819,155,155
FL06820,192,192
FL06821,207,207
FL06822,217,217
FL06823,174,174
FL06824,161,161
FL06825,140,140
FL06826,146,146
FL06827,220,220
FL06828,199,199
FL06829,170,170
FL06830,183,183
FL06831,152,152
FL06832,206,206
FL06833,194,194
FL06834,192,192
FL06835,198,198
FL06836,126,126
FL06837,138,138
FL06838,127,127
FL06839,148,148
FL06840,205,205
FL06841,186,186
FL06842,163,163
FL06843,154,154
FL06844,124,124
FL06845,176,176
FL06846,120,120
FL06847,127,127
FL06848,191,191
FL06849,153,153
FL06850,217,217
FL06851,131,131
FL06852,163,163
FL06853,193,193
FL06854,211,211
FL06855,130,130
FL06856,136,136
FL06857,156,156
FL06858,138,138
FL06859,173,173
FL06860,192,192
FL06861,214,214
FL06862,160,160
FL06863,180,180
FL06864,160,160
FL06865,148,148
FL06866,208,208
FL06867,189,189
FL06868,163,163
FL06869,128,128
FL06870,210,210
FL06871,145,145
FL06872,206,206
FL06873,197,197
FL06874,181,181
FL06875,168,168
FL06876,210,210
FL06877,151,151
FL06878,162,162
FL06879,140,140
FL06880,198,198
FL06881,156,156
FL06882,173,173
FL06883,129,129
FL06884,159,159
FL06885,136,136
FL06886,212,212
FL06887,175,175
FL06888,215,215
FL06889,141,141
FL06890,122,122
FL06891,154,154
FL06892,127,127
FL06893,185,185
FL06894,165,165
FL06895,138,138
FL06896,122,122
FL06897,170,170
FL06898,151,151
FL06899,146,146
FL06900,153,153
FL06901,172,172
FL06902,129,129
FL06903,128,128
FL06904,187,187
FL06905,196,196
FL06906,183,183
FL06907,187,187
FL06908,183,183
FL06909,144,144
FL06910,177,177
FL06911,138,138
FL06912,186,186
FL06913,142,142
FL06914,203,203
FL06915,168,168
FL06916,164,164
FL06917,197,197
FL06918,144,144
FL06919,204,204
FL06920,147,147
FL06921,208,208
FL06922,184,184
FL06923,125,125
FL06924,156,156
FL06925,133,133
FL06926,211,211
FL06927,198,198
FL06928,128,128
FL06929,181,181
FL06930,130,130
FL06931,169,169
FL06932,126,126
FL06933,151,151
FL06934,145,145
FL06935,214,214
FL06936,206,206
FL06937,149,149
FL06938,127,127
FL06939,184,184
FL06940,167,167
FL06941,157,157
FL06942,156,156
FL06943,131,131
FL06944,187,187
FL06945,203,203
FL06946,158,158
FL06947,151,151
FL06948,173,173
FL06949,203,203
FL06950,175,175
FL06951,126,126
FL06952,205,205
FL06953,143,143
FL06954,206,206
FL06955,122,122
FL06956,200,200
FL06957,197,197
FL06958,145,145
FL06959,131,131
FL06960,148,148
FL06961,180,180
FL06962,190,190
FL06963,189,189
FL06964,126,126
FL06965,213,213
FL06966,140,140
FL06967,207,207
FL06968,128,128
FL06969,124,124
FL06970,194,194
FL06971,150,150
FL06972,173,173
FL06973,182,182
FL06974,212,212
FL06975,212,212
FL06976,172,172
FL06977,183,183
FL06978,178,178
FL06979,220,220
FL06980,179,179
FL06981,178,178
FL06982,150,150
FL06983,173,173
FL06984,163,163
FL06985,217,217
FL06986,178,178
FL06987,168,168
FL06988,159,159
FL06989,165,165
FL06990,164,164
FL06991,158,158
FL06992,162,162
FL06993,199,199
FL06994,127,127
FL06995,146,146
FL06996,152,152
FL06997,184,184
FL06998,134,134
FL06999,198,198
FL07000,162,162
FL07001,209,209
FL07002,152,152
FL07003,145,145
FL07004,165,165
FL07005,218,218
FL07006,214,214
FL07007,212,212
FL07008,134,134
FL07009,133,133
FL07010,126,126
FL07011,137,137
FL07012,168,168
FL07013,199,199
FL07014,146,146
FL07015,193,193
FL07016,160,160
FL07017,167,167
FL07018,146,146
FL07019,150,150
FL07020,126,126
FL07021,188,188
FL07022,199,199
FL07023,213,213
FL07024,216,216
FL07025,137,137
FL07026,144,144
FL07027,208,208
FL07028,151,151
FL07029,144,144
FL07030,203,203
FL07031,130,130
FL07032,146,146
FL07033,166,166
FL07034,206,206
FL07035,215,215
FL07036,128,128
FL07037,159,159
FL07038,203,203
FL07039,186,186
FL07040,160,160
FL07041,163,163
FL07042,215,215
FL07043,220,220
FL07044,123,123
FL07045,179,179
FL07046,122,122
FL07047,138,138
FL07048,168,168
FL07049,152,152
FL07050,122,122
FL07051,175,175
FL07052,137,137
FL07053,174,174
FL07054,121,121
FL07055,169,169
FL07056,176,176
FL07057,156,156
FL07058,211,211
FL07059,133,133
FL07060,160,160
FL07061,200,200
FL07062,135,135
FL07063,215,215
FL07064,158,158
FL07065,159,159
FL07066,184,184
FL07067,181,181
FL07068,175,175
FL07069,140,140
FL07070,133,133
FL07071,173,173
FL07072,156,156
FL07073,191,191
FL07074,151,151
FL07075,214,214
FL07076,152,152
FL07077,204,204
FL07078,137,137
FL07079,178,178
FL07080,209,209
FL07081,194,194
FL07082,178,178
FL07083,151,151
FL07084,126,126
FL07085,142,142
FL07086,194,194
FL07087,156,156
FL07088,126,126
FL07089,175,175
FL07090,192,192
FL07091,161,161
FL07092,181,181
FL07093,141,141
FL07094,164,164
FL07095,141,141
FL07096,205,205
FL07097,124,124
FL07098,140,140
FL07099,149,149
FL07100,214,214
FL07101,219,219
FL07102,166,166
FL07103,184,184
FL07104,199,199
FL07105,146,146
FL07106,178,178
FL07107,179,179
FL07108,218,218
FL07109,134,134
FL07110,140,140
FL07111,167,167
FL07112,189,189
FL07113,143,143
FL07114,188,188
FL07115,153,153
FL07116,187,187
FL07117,218,218
FL07118,191,191
FL07119,197,197
FL07120,130,130
FL07121,195,195
FL07122,205,205
FL07123,211,211
FL07124,195,195
FL07125,158,158
FL07126,197,197
FL07127,165,165
FL07128,130,130
FL07129,169,169
FL07130,206,206
FL07131,212,212
FL07132,162,162
FL07133,199,199
FL07134,194,194
FL07135,128,128
FL07136,215,215
FL07137,210,210
FL07138,209,209
FL07139,194,194
FL07140,155,155
FL07141,160,160
FL07142,170,170
FL07143,204,204
FL07144,157,157
FL07145,158,158
FL07146,175,175
FL07147,152,152
FL07148,218,218
FL07149,161,161
FL07150,138,138
FL07151,150,150
FL07152,194,194
FL07153,120,120
FL07154,123,123
FL07155,153,153
FL07156,129,129
FL07157,167,167
FL07158,141,141
FL07159,158,158
FL07160,139,139
FL07161,214,214
FL07162,187,187
FL07163,168,168
FL07164,183,183
FL07165,188,188
FL07166,166,166
FL07167,162,162
FL07168,152,152
FL07169,183,183
FL07170,121,121
FL07171,220,220
FL07172,128,128
FL07173,184,184
FL07174,195,195
FL07175,180,180
FL07176,217,217
FL07177,182,182
FL07178,196,196
FL07179,207,207
FL07180,164,164
FL07181,217,217
FL07182,125,125
FL07183,135,135
FL07184,207,207
FL07185,158,158
FL07186,168,168
FL07187,177,177
FL07188,125,125
FL07189,215,215
FL07190,198,198
FL07191,206,206
FL07192,216,216
FL07193,149,149
FL07194,174,174
FL07195,182,182
FL07196,138,138
FL07197,217,217
FL07198,202,202
FL07199,163,163
FL07200,125,125
FL07201,215,215
FL07202,136,136
FL07203,184,184
FL07204,209,209
FL07205,123,123
FL07206,127,127
FL07207,208,208
FL07208,159,159
FL07209,205,205
FL07210,129,129
FL07211,179,179
FL07212,181,181
FL07213,211,211
FL07214,124,124
FL07215,201,201
FL07216,183,183
FL07217,150,150
FL07218,154,154
FL07219,209,209
FL07220,174,174
FL07221,125,125
FL07222,206,206
FL07223,151,151
FL07224,133,133
FL07225,172,172
FL07226,132,132
FL07227,148,148
FL07228,204,204
FL07229,158,158
FL07230,121,121
FL07231,215,215
FL07232,182,182
FL07233,195,195
FL07234,199,199
FL07235,136,136
FL07236,207,207
FL07237,215,215
FL07238,131,131
FL07239,169,169
FL07240,154,154
FL07241,164,164
FL07242,181,181
FL07243,161,161
FL07244,142,142
FL07245,182,182
FL07246,164,164
FL07247,156,156
FL07248,202,202
FL07249,142,142
FL07250,211,211
FL07251,184,184
FL07252,211,211
FL07253,205,205
FL07254,145,145
FL07255,136,136
FL07256,217,217
FL07257,191,191
FL07258,216,216
FL07259,171,171
FL07260,182,182
FL07261,207,207
FL07262,184,184
FL07263,163,163
FL07264,131,131
FL07265,165,165
FL07266,207,207
FL07267,126,126
FL07268,174,174
FL07269,170,170
FL07270,186,186
FL07271,185,185
FL07272,128,128
FL07273,164,164
FL07274,165,165
FL07275,215,215
FL07276,179,179
FL07277,134,134
FL07278,208,208
FL07279,161,161
FL07280,166,166
FL07281,173,173
FL07282,206,206
FL07283,173,173
FL07284,130,130
FL07285,173,173
FL07286,173,173
FL07287,191,191
FL07288,194,194
FL07289,158,158
FL07290,125,125
FL07291,192,192
FL07292,150,150
FL07293,173,173
FL07294,215,215
FL07295,150,150
FL07296,169,169
FL07297,152,152
FL07298,172,172
FL07299,201,201
FL07300,121,121
FL07301,163,163
FL07302,192,192
FL07303,167,167
FL07304,160,160
FL07305,135,135
FL07306,209,209
FL07307,172,172
FL07308,134,134
FL07309,129,129
FL07310,148,148
FL07311,146,146
FL07312,195,195
FL07313,162,162
FL07314,173,173
FL07315,144,144
FL07316,143,143
FL07317,136,136
FL07318,153,153
FL07319,167,167
FL07320,129,129
FL07321,185,185
FL07322,139,139
FL07323,167,167
FL07324,170,170
FL07325,197,197
FL07326,171,171
FL07327,128,128
FL07328,195,195
FL07329,136,136
FL07330,130,130
FL07331,138,138
FL07332,202,202
FL07333,210,210
FL07334,174,174
FL07335,192,192
FL07336,177,177
FL07337,214,214
FL07338,159,159
FL07339,191,191
FL07340,217,217
FL07341,209,209
FL07342,169,169
FL07343,194,194
FL07344,182,182
FL07345,190,190
FL07346,158,158
FL07347,187,187
FL07348,181,181
FL07349,193,193
FL07350,216,216
FL07351,184,184
FL07352,200,200
FL07353,197,197
FL07354,172,172
FL07355,214,214
FL07356,145,145
FL07357,130,130
FL07358,193,193
FL07359,174,174
FL07360,148,148
FL07361,127,127
FL07362,164,164
FL07363,140,140
FL07364,183,183
FL07365,200,200
FL07366,126,126
FL07367,153,153
FL07368,210,210
FL07369,146,146
FL07370,169,169
FL07371,193,193
FL07372,143,143
FL07373,143,143
FL07374,217,217
FL07375,164,164
FL07376,192,192
FL07377,213,213
FL07378,130,130
FL07379,174,174
FL07380,152,152
FL07381,137,137
FL07382,150,150
FL07383,120,120
FL07384,135,135
FL07385,137,137
FL07386,181,181
FL07387,156,156
FL07388,171,171
FL07389,195,195
FL07390,211,211
FL07391,218,218
FL07392,121,121
FL07393,134,134
FL07394,182,182
FL07395,169,169
FL07396,146,146
FL07397,133,133
FL07398,216,216
FL07399,197,197
FL07400,131,131
FL07401,193,193
FL07402,184,184
FL07403,174,174
FL07404,151,151
FL07405,179,179
FL07406,207,207
FL07407,203,203
FL07408,122,122
FL07409,187,187
FL07410,166,166
FL07411,205,205
FL07412,164,164
FL07413,148,148
FL07414,169,169
FL07415,120,120
FL07416,173,173
FL07417,220,220
FL07418,139,139
FL07419,142,142
FL07420,144,144
FL07421,121,121
FL07422,172,172
FL07423,144,144
FL07424,164,164
FL07425,173,173
FL07426,180,180
FL07427,146,146
FL07428,202,202
FL07429,214,214
FL07430,165,165
FL07431,182,182
FL07432,178,178
FL07433,167,167
FL07434,170,170
FL07435,199,199
FL07436,213,213
FL07437,157,157
FL07438,141,141
FL07439,218,218
FL07440,197,197
FL07441,186,186
FL07442,159,159
FL07443,128,128
FL07444,120,120
FL07445,158,158
FL07446,121,121
FL07447,210,210
FL07448,124,124
FL07449,147,147
FL07450,215,215
FL07451,140,140
FL07452,180,180
FL07453,146,146
FL07454,122,122
FL07455,147,147
FL07456,216,216
FL07457,136,136
FL07458,159,159
FL07459,218,218
FL07460,187,187
FL07461,142,142
FL07462,210,210
FL07463,176,176
FL07464,158,158
FL07465,208,208
FL07466,168,168
FL07467,146,146
FL07468,215,215
FL07469,161,161
FL07470,136,136
FL07471,207,207
FL07472,212,212
FL07473,149,149
FL07474,220,220
FL07475,163,163
FL07476,172,172
FL07477,130,130
FL07478,134,134
FL07479,191,191
FL07480,185,185
FL07481,208,208
FL07482,216,216
FL07483,139,139
FL07484,121,121
FL07485,151,151
FL07486,189,189
FL07487,120,120
FL07488,207,207
FL07489,174,174
FL07490,206,206
FL07491,210,210
FL07492,212,212
FL07493,194,194
FL07494,162,162
FL07495,184,184
FL07496,205,205
FL07497,172,172
FL07498,137,137
FL07499,204,204
FL07500,128,128
FL07501,191,191
FL07502,162,162
FL07503,145,145
FL07504,203,203
FL07505,205,205
FL07506,128,128
FL07507,210,210
FL07508,133,133
FL07509,132,132
FL07510,203,203
FL07511,140,140
FL07512,184,184
FL07513,217,217
FL07514,130,130
FL07515,179,179
FL07516,182,182
FL07517,197,197
FL07518,123,123
FL07519,146,146
FL07520,201,201
FL07521,170,170
FL07522,174,174
FL07523,169,169
FL07524,170,170
FL07525,149,149
FL07526,170,170
FL07527,203,203
FL07528,212,212
FL07529,198,198
FL07530,158,158
FL07531,181,181
FL07532,142,142
FL07533,184,184
FL07534,129,129
FL07535,203,203
FL07536,151,151
FL07537,140,140
FL07538,173,173
FL07539,161,161
FL07540,194,194
FL07541,185,185
FL07542,155,155
FL07543,163,163
FL07544,121,121
FL07545,144,144
FL07546,145,145
FL07547,207,207
FL07548,182,182
FL07549,198,198
FL07550,126,126
FL07551,211,211
FL07552,142,142
FL07553,205,205
FL07554,204,204
FL07555,196,196
FL07556,155,155
FL07557,123,123
FL07558,148,148
FL07559,182,182
FL07560,166,166
FL07561,147,147
FL07562,164,164
FL07563,201,201
FL07564,208,208
FL07565,145,145
FL07566,205,205
FL07567,215,215
FL07568,133,133
FL07569,204,204
FL07570,145,145
FL07571,139,139
FL07572,210,210
FL07573,152,152
FL07574,214,214
FL07575,163,163
FL07576,136,136
FL07577,208,208
FL07578,177,177
FL07579,208,208
FL07580,162,162
FL07581,173,173
FL07582,177,177
FL07583,132,132
FL07584,194,194
FL07585,200,200
FL07586,163,163
FL07587,126,126
FL07588,220,220
FL07589,213,213
FL07590,151,151
FL07591,126,126
FL07592,167,167
FL07593,171,171
FL07594,184,184
FL07595,178,178
FL07596,191,191
FL07597,127,127
FL07598,178,178
FL07599,128,128
FL07600,136,136
FL07601,209,209
FL07602,218,218
FL07603,170,170
FL07604,162,162
FL07605,139,139
FL07606,156,156
FL07607,199,199
FL07608,157,157
FL07609,189,189
FL07610,197,197
FL07611,129,129
FL07612,184,184
FL07613,165,165
FL07614,140,140
FL07615,212,212
FL07616,196,196
FL07617,184,184
FL07618,150,150
FL07619,184,184
FL07620,184,184
FL07621,141,141
FL07622,120,120
FL07623,211,211
FL07624,129,129
FL07625,161,161
FL07626,135,135
FL07627,155,155
FL07628,195,195
FL07629,179,179
FL07630,176,176
FL07631,183,183
FL07632,172,172
FL07633,154,154
FL07634,193,193
FL07635,131,131
FL07636,151,151
FL07637,171,171
FL07638,212,212
FL07639,130,130
FL07640,172,172
FL07641,165,165
FL07642,176,176
FL07643,172,172
FL07644,164,164
FL07645,137,137
FL07646,185,185
FL07647,141,141
FL07648,137,137
FL07649,210,210
FL07650,216,216
FL07651,169,169
FL07652,133,133
FL07653,192,192
FL07654,203,203
FL07655,161,161
FL07656,204,204
FL07657,154,154
FL07658,210,210
FL07659,192,192
FL07660,205,205
FL07661,123,123
FL07662,136,136
FL07663,192,192
FL07664,159,159
FL07665,191,191
FL07666,153,153
FL07667,194,194
FL07668,219,219
FL07669,157,157
FL07670,144,144
FL07671,205,205
FL07672,215,215
FL07673,152,152
FL07674,214,214
FL07675,160,160
FL07676,178,178
FL07677,181,181
FL07678,172,172
FL07679,170,170
FL07680,129,129
FL07681,212,212
FL07682,150,150
FL07683,189,189
FL07684,188,188
FL07685,175,175
FL07686,163,163
FL07687,200,200
FL07688,163,163
FL07689,122,122
FL07690,219,219
FL07691,214,214
FL07692,124,124
FL07693,210,210
FL07694,194,194
FL07695,131,131
FL07696,209,209
FL07697,167,167
FL07698,196,196
FL07699,164,164
FL07700,212,212
FL07701,171,171
FL07702,215,215
FL07703,176,176
FL07704,185,185
FL07705,144,144
FL07706,138,138
FL07707,146,146
FL07708,192,192
FL07709,209,209
FL07710,203,203
FL07711,214,214
FL07712,220,220
FL07713,217,217
FL07714,166,166
FL07715,216,216
FL07716,195,195
FL07717,216,216
FL07718,144,144
FL07719,169,169
FL07720,121,121
FL07721,134,134
FL07722,194,194
FL07723,219,219
FL07724,156,156
FL07725,131,131
FL07726,139,139
FL07727,201,201
FL07728,178,178
FL07729,123,123
FL07730,173,173
FL07731,169,169
FL07732,133,133
FL07733,191,191
FL07734,219,219
FL07735,161,161
FL07736,205,205
FL07737,149,149
FL07738,172,172
FL07739,124,124
FL07740,210,210
FL07741,187,187
FL07742,183,183
FL07743,188,188
FL07744,125,125
FL07745,176,176
FL07746,137,137
FL07747,120,120
FL07748,205,205
FL07749,137,137
FL07750,123,123
FL07751,148,148
FL07752,201,201
FL07753,211,211
FL07754,147,147
FL07755,190,190
FL07756,190,190
FL07757,132,132
FL07758,128,128
FL07759,140,140
FL07760,121,121
FL07761,217,217
FL07762,193,193
FL07763,199,199
